invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total_price,profit,year,month,day,day_of_week,hour
44,WALM042,Bryan,Food and beverages,98.7,8,03/04/2019,23/03/2026 20:39,Cash,7.6,0.48,789.6,379.008,2019,4,3,Wednesday,20
45,WALM036,Allen,Health and beauty,15.37,2,16/03/2019,23/03/2026 19:47,Cash,7.2,0.48,30.74,14.7552,2019,3,16,Saturday,19
46,WALM056,Rowlett,Electronic accessories,93.96,4,03/09/2019,23/03/2026 18:00,Cash,9.5,0.33,375.84,124.0272,2019,9,3,Tuesday,18
47,WALM058,Port Arthur,Health and beauty,56.69,9,27/02/2019,23/03/2026 17:24,Credit card,8.4,0.33,510.21,168.3693,2019,2,27,Wednesday,17
48,WALM015,Grand Prairie,Food and beverages,20.01,9,02/06/2019,23/03/2026 15:47,Ewallet,4.1,0.48,180.09,86.4432,2019,6,2,Sunday,15
49,WALM063,Georgetown,Electronic accessories,18.93,6,02/10/2019,23/03/2026 12:45,Credit card,8.1,0.33,113.58,37.4814,2019,10,2,Wednesday,12
50,WALM021,McAllen,Fashion accessories,82.63,10,19/03/2019,23/03/2026 17:08,Ewallet,7.9,0.48,826.3,396.624,2019,3,19,Tuesday,17
51,WALM089,Southlake,Food and beverages,91.4,7,02/03/2019,23/03/2026 10:19,Cash,9.5,0.33,639.8,211.134,2019,3,2,Saturday,10
52,WALM093,Angleton,Food and beverages,44.59,5,02/10/2019,23/03/2026 15:10,Cash,8.5,0.33,222.95,73.5735,2019,10,2,Wednesday,15
53,WALM041,Mission,Fashion accessories,17.87,4,22/03/2019,23/03/2026 14:42,Ewallet,6.5,0.48,71.48,34.3104,2019,3,22,Friday,14
54,WALM045,Missouri City,Fashion accessories,15.43,1,25/01/2019,23/03/2026 15:46,Credit card,6.1,0.48,15.43,7.4064,2019,1,25,Friday,15
55,WALM005,Fort Worth,Home and lifestyle,16.16,2,03/07/2019,23/03/2026 11:49,Ewallet,6.5,0.48,32.32,15.5136,2019,7,3,Wednesday,11
56,WALM042,Bryan,Electronic accessories,85.98,8,28/02/2019,23/03/2026 19:01,Cash,8.2,0.48,687.84,330.1632,2019,2,28,Thursday,19
57,WALM003,San Antonio,Home and lifestyle,44.34,2,27/03/2019,23/03/2026 11:26,Cash,5.8,0.36,88.68,31.9248,2019,3,27,Wednesday,11
58,WALM070,Hurst,Health and beauty,89.6,8,02/07/2019,23/03/2026 11:28,Ewallet,6.6,0.33,716.8,236.544,2019,7,2,Tuesday,11
59,WALM066,Grapevine,Home and lifestyle,72.35,10,20/01/2019,23/03/2026 15:55,Cash,5.4,0.33,723.5,238.755,2019,1,20,Sunday,15
60,WALM031,Lewisville,Electronic accessories,30.61,6,03/12/2019,23/03/2026 20:36,Cash,9.3,0.48,183.66,88.1568,2019,12,3,Tuesday,20
61,WALM042,Bryan,Sports and travel,24.74,3,15/02/2019,23/03/2026 17:47,Credit card,10,0.48,74.22,35.6256,2019,2,15,Friday,17
62,WALM078,Del Rio,Home and lifestyle,55.73,6,24/02/2019,23/03/2026 10:55,Ewallet,7,0.33,334.38,110.3454,2019,2,24,Sunday,10
63,WALM037,League City,Sports and travel,55.07,9,02/03/2019,23/03/2026 13:40,Ewallet,10,0.48,495.63,237.9024,2019,3,2,Saturday,13
64,WALM069,Rockwall,Sports and travel,15.81,10,03/06/2019,23/03/2026 12:27,Credit card,8.6,0.33,158.1,52.173,2019,6,3,Monday,12
65,WALM087,Waxahachie,Health and beauty,75.74,4,14/02/2019,23/03/2026 14:35,Cash,7.6,0.33,302.96,99.9768,2019,2,14,Thursday,14
66,WALM042,Bryan,Health and beauty,15.87,10,13/03/2019,23/03/2026 16:40,Cash,5.8,0.48,158.7,76.176,2019,3,13,Wednesday,16
67,WALM020,Killeen,Health and beauty,33.47,2,02/10/2019,23/03/2026 15:43,Ewallet,6.7,0.48,66.94,32.1312,2019,10,2,Wednesday,15
68,WALM029,Round Rock,Fashion accessories,97.61,6,01/07/2019,23/03/2026 15:01,Ewallet,9.9,0.48,585.66,281.1168,2019,7,1,Monday,15
69,WALM079,La Porte,Sports and travel,78.77,10,24/01/2019,23/03/2026 10:04,Cash,6.4,0.33,787.7,259.941,2019,1,24,Thursday,10
70,WALM035,San Angelo,Health and beauty,18.33,1,02/02/2019,23/03/2026 18:50,Cash,4.3,0.48,18.33,8.7984,2019,2,2,Saturday,18
71,WALM007,Arlington,Food and beverages,89.48,10,01/06/2019,23/03/2026 12:46,Credit card,9.6,0.48,894.8,429.504,2019,6,1,Saturday,12
72,WALM017,McKinney,Fashion accessories,62.12,10,02/11/2019,23/03/2026 16:19,Cash,5.9,0.48,621.2,298.176,2019,11,2,Saturday,16
73,WALM096,Eagle Pass,Food and beverages,48.52,3,03/05/2019,23/03/2026 18:17,Ewallet,4,0.18,145.56,26.2008,2019,5,3,Friday,18
74,WALM083,Farmers Branch,Electronic accessories,75.91,6,03/09/2019,23/03/2026 18:21,Cash,8.7,0.33,455.46,150.3018,2019,9,3,Tuesday,18
75,WALM072,Lancaster,Home and lifestyle,74.67,9,22/01/2019,23/03/2026 10:55,Ewallet,9.4,0.33,672.03,221.7699,2019,1,22,Tuesday,10
76,WALM003,San Antonio,Electronic accessories,41.65,10,13/01/2019,23/03/2026 17:04,Credit card,5.4,0.48,416.5,199.92,2019,1,13,Sunday,17
77,WALM058,Port Arthur,Fashion accessories,49.04,9,01/09/2019,23/03/2026 14:20,Credit card,8.6,0.33,441.36,145.6488,2019,9,1,Sunday,14
78,WALM094,Alamo,Fashion accessories,20.01,9,01/12/2019,23/03/2026 15:48,Credit card,5.7,0.33,180.09,59.4297,2019,12,1,Sunday,15
79,WALM063,Georgetown,Food and beverages,78.31,10,03/05/2019,23/03/2026 16:24,Ewallet,6.6,0.33,783.1,258.423,2019,5,3,Friday,16
80,WALM071,Lufkin,Health and beauty,20.38,5,22/01/2019,23/03/2026 18:56,Cash,6,0.33,101.9,33.627,2019,1,22,Tuesday,18
81,WALM061,Cedar Park,Health and beauty,99.19,6,21/01/2019,23/03/2026 14:42,Credit card,5.5,0.33,595.14,196.3962,2019,1,21,Monday,14
82,WALM090,Brownwood,Food and beverages,96.68,3,26/01/2019,23/03/2026 19:56,Ewallet,6.4,0.33,290.04,95.7132,2019,1,26,Saturday,19
83,WALM061,Cedar Park,Food and beverages,19.25,8,23/01/2019,23/03/2026 18:37,Ewallet,6.6,0.33,154,50.82,2019,1,23,Wednesday,18
84,WALM041,Mission,Food and beverages,80.36,4,23/02/2019,23/03/2026 18:45,Ewallet,8.3,0.48,321.44,154.2912,2019,2,23,Saturday,18
85,WALM097,Alice,Sports and travel,48.91,5,03/09/2019,23/03/2026 10:17,Cash,6.6,0.18,244.55,44.019,2019,9,3,Tuesday,10
86,WALM043,Baytown,Sports and travel,83.06,7,03/05/2019,23/03/2026 14:31,Ewallet,4,0.48,581.42,279.0816,2019,5,3,Friday,14
87,WALM042,Bryan,Fashion accessories,76.52,5,25/03/2019,23/03/2026 10:23,Cash,9.9,0.48,382.6,183.648,2019,3,25,Monday,10
88,WALM046,Temple,Food and beverages,49.38,7,27/03/2019,23/03/2026 20:35,Credit card,7.3,0.48,345.66,165.9168,2019,3,27,Wednesday,20
89,WALM011,Lubbock,Sports and travel,42.47,1,01/02/2019,23/03/2026 16:57,Cash,5.7,0.48,42.47,20.3856,2019,2,1,Friday,16
90,WALM064,Bedford,Health and beauty,76.99,6,27/02/2019,23/03/2026 17:55,Cash,6.1,0.33,461.94,152.4402,2019,2,27,Wednesday,17
91,WALM095,Big Spring,Home and lifestyle,47.38,4,23/01/2019,23/03/2026 10:25,Cash,7.1,0.33,189.52,62.5416,2019,1,23,Wednesday,10
92,WALM049,North Richland Hills,Sports and travel,44.86,10,26/01/2019,23/03/2026 19:54,Ewallet,8.2,0.48,448.6,215.328,2019,1,26,Saturday,19
93,WALM040,Edinburg,Sports and travel,21.98,7,01/10/2019,23/03/2026 16:42,Ewallet,5.1,0.48,153.86,73.8528,2019,10,1,Tuesday,16
94,WALM065,Texas City,Health and beauty,64.36,9,03/12/2019,23/03/2026 12:09,Credit card,8.6,0.33,579.24,191.1492,2019,12,3,Tuesday,12
95,WALM075,San Marcos,Health and beauty,89.75,1,02/06/2019,23/03/2026 20:05,Credit card,6.6,0.33,89.75,29.6175,2019,6,2,Sunday,20
96,WALM034,College Station,Electronic accessories,97.16,1,03/08/2019,23/03/2026 20:38,Ewallet,7.2,0.48,97.16,46.6368,2019,8,3,Saturday,20
97,WALM014,Amarillo,Health and beauty,87.87,10,29/03/2019,23/03/2026 10:25,Ewallet,5.1,0.48,878.7,421.776,2019,3,29,Friday,10
98,WALM096,Eagle Pass,Electronic accessories,12.45,6,02/09/2019,23/03/2026 13:11,Cash,4.1,0.18,74.7,13.446,2019,9,2,Monday,13
99,WALM004,Austin,Food and beverages,52.75,3,23/03/2019,23/03/2026 10:16,Ewallet,9.3,0.48,158.25,75.96,2019,3,23,Saturday,10
100,WALM011,Lubbock,Home and lifestyle,82.7,6,03/05/2019,23/03/2026 18:14,Cash,7.4,0.48,496.2,238.176,2019,5,3,Friday,18
101,WALM075,San Marcos,Fashion accessories,48.71,1,26/03/2019,23/03/2026 19:20,Cash,4.1,0.33,48.71,16.0743,2019,3,26,Tuesday,19
102,WALM057,Euless,Fashion accessories,78.55,9,03/01/2019,23/03/2026 13:22,Cash,7.2,0.33,706.95,233.2935,2019,1,3,Thursday,13
103,WALM023,Midland,Electronic accessories,23.07,9,02/01/2019,23/03/2026 11:27,Cash,4.9,0.48,207.63,99.6624,2019,1,2,Wednesday,11
104,WALM012,Garland,Food and beverages,58.26,6,28/03/2019,23/03/2026 16:44,Cash,9.9,0.48,349.56,167.7888,2019,3,28,Thursday,16
105,WALM078,Del Rio,Health and beauty,30.35,7,19/03/2019,23/03/2026 18:19,Cash,8,0.33,212.45,70.1085,2019,3,19,Tuesday,18
106,WALM055,Waxahachie,Electronic accessories,88.67,10,01/12/2019,23/03/2026 14:50,Ewallet,7.3,0.33,886.7,292.611,2019,12,1,Sunday,14
107,WALM038,Sugar Land,Fashion accessories,27.38,6,01/05/2019,23/03/2026 20:54,Credit card,7.9,0.48,164.28,78.8544,2019,5,1,Wednesday,20
108,WALM049,North Richland Hills,Sports and travel,62.13,6,22/03/2019,23/03/2026 20:19,Cash,7.4,0.48,372.78,178.9344,2019,3,22,Friday,20
109,WALM044,Pharr,Food and beverages,33.98,9,24/03/2019,23/03/2026 10:43,Cash,4.2,0.48,305.82,146.7936,2019,3,24,Sunday,10
110,WALM056,Rowlett,Electronic accessories,81.97,10,03/03/2019,23/03/2026 14:30,Cash,9.2,0.33,819.7,270.501,2019,3,3,Sunday,14
111,WALM007,Arlington,Sports and travel,16.49,2,02/05/2019,23/03/2026 11:32,Ewallet,4.6,0.48,32.98,15.8304,2019,5,2,Thursday,11
112,WALM025,Waco,Health and beauty,98.21,3,02/05/2019,23/03/2026 10:41,Credit card,7.8,0.48,294.63,141.4224,2019,5,2,Thursday,10
113,WALM005,Fort Worth,Fashion accessories,72.84,7,15/02/2019,23/03/2026 12:44,Cash,8.4,0.48,509.88,244.7424,2019,2,15,Friday,12
114,WALM024,Carrollton,Home and lifestyle,58.07,9,19/01/2019,23/03/2026 20:07,Ewallet,4.3,0.48,522.63,250.8624,2019,1,19,Saturday,20
115,WALM003,San Antonio,Home and lifestyle,80.79,9,02/01/2019,23/03/2026 20:31,Credit card,9.5,0.36,727.11,261.7596,2019,1,2,Wednesday,20
116,WALM087,Waxahachie,Fashion accessories,27.02,3,03/02/2019,23/03/2026 13:01,Credit card,7.1,0.33,81.06,26.7498,2019,2,3,Sunday,13
117,WALM040,Edinburg,Fashion accessories,21.94,5,03/05/2019,23/03/2026 12:29,Ewallet,5.3,0.48,109.7,52.656,2019,5,3,Friday,12
118,WALM071,Lufkin,Fashion accessories,51.36,1,16/01/2019,23/03/2026 15:26,Ewallet,5.2,0.33,51.36,16.9488,2019,1,16,Wednesday,15
119,WALM027,Abilene,Food and beverages,10.96,10,02/02/2019,23/03/2026 20:48,Ewallet,6,0.48,109.6,52.608,2019,2,2,Saturday,20
120,WALM071,Lufkin,Home and lifestyle,53.44,2,20/01/2019,23/03/2026 20:38,Ewallet,4.1,0.33,106.88,35.2704,2019,1,20,Sunday,20
121,WALM014,Amarillo,Electronic accessories,99.56,8,14/02/2019,23/03/2026 17:03,Credit card,5.2,0.48,796.48,382.3104,2019,2,14,Thursday,17
122,WALM069,Rockwall,Sports and travel,57.12,7,01/12/2019,23/03/2026 12:02,Credit card,6.5,0.33,399.84,131.9472,2019,12,1,Sunday,12
123,WALM085,Kerrville,Sports and travel,99.96,9,03/09/2019,23/03/2026 17:26,Credit card,4.2,0.33,899.64,296.8812,2019,9,3,Tuesday,17
124,WALM061,Cedar Park,Home and lifestyle,63.91,8,13/03/2019,23/03/2026 19:52,Credit card,4.6,0.33,511.28,168.7224,2019,3,13,Wednesday,19
125,WALM088,Cleburne,Fashion accessories,56.47,8,03/09/2019,23/03/2026 14:57,Ewallet,7.3,0.33,451.76,149.0808,2019,9,3,Tuesday,14
126,WALM034,College Station,Home and lifestyle,93.69,7,03/10/2019,23/03/2026 18:44,Credit card,4.5,0.48,655.83,314.7984,2019,10,3,Thursday,18
127,WALM016,Brownsville,Sports and travel,32.25,5,27/01/2019,23/03/2026 13:26,Cash,9,0.48,161.25,77.4,2019,1,27,Sunday,13
128,WALM044,Pharr,Fashion accessories,31.73,9,01/08/2019,23/03/2026 16:17,Credit card,5.9,0.48,285.57,137.0736,2019,8,1,Thursday,16
129,WALM035,San Angelo,Food and beverages,68.54,8,01/08/2019,23/03/2026 15:57,Ewallet,8.5,0.48,548.32,263.1936,2019,8,1,Thursday,15
130,WALM018,Frisco,Sports and travel,90.28,9,02/08/2019,23/03/2026 11:15,Ewallet,7.2,0.48,812.52,390.0096,2019,8,2,Friday,11
131,WALM022,Mesquite,Fashion accessories,39.62,7,25/01/2019,23/03/2026 13:18,Cash,7.5,0.48,277.34,133.1232,2019,1,25,Friday,13
132,WALM068,Burleson,Sports and travel,92.13,6,03/06/2019,23/03/2026 20:34,Cash,8.3,0.33,552.78,182.4174,2019,6,3,Monday,20
133,WALM055,Waxahachie,Sports and travel,34.84,4,02/10/2019,23/03/2026 18:36,Cash,7.4,0.33,139.36,45.9888,2019,10,2,Wednesday,18
134,WALM002,Dallas,Electronic accessories,87.45,6,17/02/2019,23/03/2026 14:40,Credit card,8.8,0.36,524.7,188.892,2019,2,17,Sunday,14
135,WALM062,Galveston,Health and beauty,81.3,6,03/08/2019,23/03/2026 16:43,Ewallet,5.3,0.33,487.8,160.974,2019,8,3,Saturday,16
136,WALM098,Mineral Wells,Fashion accessories,90.22,3,18/02/2019,23/03/2026 19:39,Cash,6.2,0.18,270.66,48.7188,2019,2,18,Monday,19
137,WALM027,Abilene,Electronic accessories,26.31,5,18/01/2019,23/03/2026 20:59,Credit card,8.8,0.48,131.55,63.144,2019,1,18,Friday,20
138,WALM093,Angleton,Home and lifestyle,34.42,6,18/02/2019,23/03/2026 15:39,Cash,9.8,0.33,206.52,68.1516,2019,2,18,Monday,15
139,WALM029,Round Rock,Sports and travel,51.91,10,16/02/2019,23/03/2026 12:21,Cash,8.2,0.48,519.1,249.168,2019,2,16,Saturday,12
140,WALM016,Brownsville,Sports and travel,72.5,8,16/03/2019,23/03/2026 19:25,Ewallet,9.2,0.48,580,278.4,2019,3,16,Saturday,19
141,WALM023,Midland,Sports and travel,89.8,10,23/01/2019,23/03/2026 13:00,Credit card,5.4,0.48,898,431.04,2019,1,23,Wednesday,13
142,WALM012,Garland,Health and beauty,90.5,10,25/01/2019,23/03/2026 13:48,Cash,8.1,0.48,905,434.4,2019,1,25,Friday,13
143,WALM052,Mansfield,Health and beauty,68.6,10,02/05/2019,23/03/2026 19:57,Cash,9.1,0.57,686,391.02,2019,5,2,Thursday,19
144,WALM097,Alice,Food and beverages,30.41,1,22/02/2019,23/03/2026 10:36,Credit card,8.4,0.18,30.41,5.4738,2019,2,22,Friday,10
145,WALM045,Missouri City,Home and lifestyle,77.95,6,21/01/2019,23/03/2026 16:37,Credit card,8,0.48,467.7,224.496,2019,1,21,Monday,16
146,WALM047,Flower Mound,Health and beauty,46.26,6,03/08/2019,23/03/2026 17:11,Credit card,9.5,0.48,277.56,133.2288,2019,8,3,Saturday,17
147,WALM026,Denton,Fashion accessories,30.14,10,02/10/2019,23/03/2026 12:28,Ewallet,9.2,0.48,301.4,144.672,2019,10,2,Wednesday,12
148,WALM054,Sherman,Health and beauty,66.14,4,19/03/2019,23/03/2026 12:46,Credit card,5.6,0.21,264.56,55.5576,2019,3,19,Tuesday,12
149,WALM049,North Richland Hills,Home and lifestyle,71.86,8,03/06/2019,23/03/2026 15:07,Credit card,6.2,0.48,574.88,275.9424,2019,6,3,Monday,15
150,WALM065,Texas City,Health and beauty,32.46,8,27/03/2019,23/03/2026 13:48,Credit card,4.9,0.33,259.68,85.6944,2019,3,27,Wednesday,13
151,WALM016,Brownsville,Fashion accessories,91.54,4,23/03/2019,23/03/2026 19:20,Credit card,4.8,0.48,366.16,175.7568,2019,3,23,Saturday,19
152,WALM070,Hurst,Sports and travel,34.56,7,03/11/2019,23/03/2026 16:07,Credit card,7.3,0.33,241.92,79.8336,2019,11,3,Sunday,16
153,WALM099,Weatherford,Fashion accessories,83.24,9,29/01/2019,23/03/2026 11:56,Credit card,7.4,0.18,749.16,134.8488,2019,1,29,Tuesday,11
154,WALM071,Lufkin,Food and beverages,16.48,6,02/07/2019,23/03/2026 18:23,Ewallet,9.9,0.33,98.88,32.6304,2019,7,2,Tuesday,18
155,WALM078,Del Rio,Sports and travel,80.97,8,28/01/2019,23/03/2026 13:05,Cash,9.3,0.33,647.76,213.7608,2019,1,28,Monday,13
156,WALM074,Weslaco,Food and beverages,92.29,5,20/02/2019,23/03/2026 15:55,Cash,9,0.33,461.45,152.2785,2019,2,20,Wednesday,15
157,WALM042,Bryan,Electronic accessories,72.17,1,01/04/2019,23/03/2026 19:40,Cash,6.1,0.48,72.17,34.6416,2019,4,1,Monday,19
158,WALM013,Irving,Home and lifestyle,50.28,5,03/07/2019,23/03/2026 13:58,Ewallet,9.7,0.48,251.4,120.672,2019,7,3,Wednesday,13
159,WALM100,Canyon,Health and beauty,97.22,9,30/03/2019,23/03/2026 14:43,Ewallet,6,0.18,874.98,157.4964,2019,3,30,Saturday,14
160,WALM094,Alamo,Sports and travel,93.39,6,27/03/2019,23/03/2026 19:18,Ewallet,10,0.33,560.34,184.9122,2019,3,27,Wednesday,19
161,WALM028,Odessa,Food and beverages,43.18,8,19/01/2019,23/03/2026 19:39,Credit card,8.3,0.48,345.44,165.8112,2019,1,19,Saturday,19
162,WALM019,Pasadena,Sports and travel,63.69,1,25/02/2019,23/03/2026 16:21,Cash,6,0.48,63.69,30.5712,2019,2,25,Monday,16
163,WALM011,Lubbock,Food and beverages,45.79,7,13/03/2019,23/03/2026 19:44,Credit card,7,0.48,320.53,153.8544,2019,3,13,Wednesday,19
164,WALM084,Schertz,Sports and travel,76.4,2,30/01/2019,23/03/2026 19:42,Ewallet,6.5,0.33,152.8,50.424,2019,1,30,Wednesday,19
165,WALM057,Euless,Food and beverages,39.9,10,20/02/2019,23/03/2026 15:24,Credit card,5.9,0.33,399,131.67,2019,2,20,Wednesday,15
166,WALM088,Cleburne,Health and beauty,42.57,8,25/02/2019,23/03/2026 14:12,Ewallet,5.6,0.33,340.56,112.3848,2019,2,25,Monday,14
167,WALM061,Cedar Park,Home and lifestyle,95.58,10,16/01/2019,23/03/2026 13:32,Cash,4.8,0.33,955.8,315.414,2019,1,16,Wednesday,13
168,WALM040,Edinburg,Fashion accessories,98.98,10,02/08/2019,23/03/2026 16:20,Credit card,8.7,0.48,989.8,475.104,2019,8,2,Friday,16
169,WALM069,Rockwall,Food and beverages,51.28,6,19/01/2019,23/03/2026 16:31,Cash,6.5,0.33,307.68,101.5344,2019,1,19,Saturday,16
170,WALM089,Southlake,Sports and travel,69.52,7,02/01/2019,23/03/2026 15:10,Credit card,8.5,0.33,486.64,160.5912,2019,1,2,Wednesday,15
171,WALM031,Lewisville,Health and beauty,70.01,5,01/03/2019,23/03/2026 11:36,Ewallet,5.5,0.48,350.05,168.024,2019,3,1,Friday,11
172,WALM039,Longview,Food and beverages,80.05,5,26/01/2019,23/03/2026 12:45,Credit card,9.4,0.48,400.25,192.12,2019,1,26,Saturday,12
173,WALM039,Longview,Electronic accessories,20.85,8,03/03/2019,23/03/2026 19:17,Cash,6.3,0.48,166.8,80.064,2019,3,3,Sunday,19
174,WALM047,Flower Mound,Electronic accessories,52.89,6,19/01/2019,23/03/2026 17:34,Credit card,9.8,0.48,317.34,152.3232,2019,1,19,Saturday,17
